type	raw	value	context
json_missing_in_tex	0.015625		ablation.table.no_reranker.stats_v2.p_exact_sign_flip
json_missing_in_tex	0.00390625		ablation.table.no_reranker.stats_v2.min_attainable_p
json_missing_in_tex	0.8666666666666667		ablation.table.no_reranker.stats_v2.rank_biserial
json_missing_in_tex	1.9486842105263156		ablation.table.no_reranker.stats_v2.bootstrap_ci95_pp[0]
json_missing_in_tex	11.141368291902687		ablation.table.no_reranker.stats_v2.bootstrap_ci95_pp[1]
json_missing_in_tex	0.1617204301075268		ablation.table.no_guard.stats_v2.delta_pp
json_missing_in_tex	0.3333333333333333		ablation.table.no_guard.stats_v2.rank_biserial
json_missing_in_tex	-0.11483870967741948		ablation.table.no_guard.stats_v2.bootstrap_ci95_pp[0]
json_missing_in_tex	0.5999999999999999		ablation.table.no_guard.stats_v2.bootstrap_ci95_pp[1]
json_missing_in_tex	0.3437310121181088		ablation.table.no_nbest.stats_v2.delta_pp
json_missing_in_tex	0.625		ablation.table.no_nbest.stats_v2.p_exact_sign_flip
json_missing_in_tex	0.0625		ablation.table.no_nbest.stats_v2.min_attainable_p
json_missing_in_tex	-0.4179894179894179		ablation.table.no_nbest.stats_v2.bootstrap_ci95_pp[0]
json_missing_in_tex	1.1437310121181086		ablation.table.no_nbest.stats_v2.bootstrap_ci95_pp[1]
json_missing_in_tex	0.1484375		ablation.table.no_graph.p_value
json_missing_in_tex	0.4453125		ablation.table.no_graph.p_value_holm
json_missing_in_tex	1.4241353960939211		ablation.table.no_graph.stats_v2.delta_pp
json_missing_in_tex	0.1015625		ablation.table.no_graph.stats_v2.p_exact_sign_flip
json_missing_in_tex	0.0078125		ablation.table.no_graph.stats_v2.min_attainable_p
json_missing_in_tex	0.6111111111111112		ablation.table.no_graph.stats_v2.rank_biserial
json_missing_in_tex	0.0020416118060121225		ablation.table.no_graph.stats_v2.bootstrap_ci95_pp[0]
json_missing_in_tex	3.3877120211883978		ablation.table.no_graph.stats_v2.bootstrap_ci95_pp[1]
json_missing_in_tex	100000		language_evaluation.paired_stats.bootstrap_n_resamples
json_missing_in_tex	30.5		transfer_evaluation_variants.A_prototype_expansion.avg_latency_s
json_missing_in_tex	54.1		cte_evaluation_15.avg_latency_s
tex_in_json	10	10	\@setfontsize\normalsize{10}{12.5}    \abovedisplays
tex_in_json	13	13	.5}    \abovedisplayskip 13\p@ \@plus2\p@ minus.5pt 
tex_in_json	2	2	edisplayskip 13\p@ \@plus2\p@ minus.5pt    \abovedi
tex_in_json	13	13	kip    \belowdisplayskip 13\p@ \@plus2\p@ minus.5pt 
tex_in_json	2	2	wdisplayskip 13\p@ \@plus2\p@ minus.5pt    \belowdi
tex_in_json	20	20	alsize  \geometry{margin=20mm} \usepackage{url} \use
tex_in_json	0	0	f\toprule{\noalign{\ifnum0=`}\fi   \@aboverulesep=\
tex_in_json	0	0	f\midrule{\noalign{\ifnum0=`}\fi   \@aboverulesep=\
tex_in_json	0	0	ottomrule{\noalign{\ifnum0=`}\fi   \@aboverulesep=\
tex_in_json	50	50	ommentstyle=\color{green!50!black},   stringstyle=\c
tex_in_json	150	150	。材料工学の観点では、「安定な化合物」「体積弾性率150 GPa以上」のような専門用語・物性条件を含む日本
tex_in_json	5	5	ることなく自然言語から実行できる枠組みを提供する。5プロトタイプ（L1$_2$/B2/NaCl/NiA
tex_in_json	1	1	から実行できる枠組みを提供する。5プロトタイプ（L1$_2$/B2/NaCl/NiAs/BiF$_3$
tex_in_json	2	2	行できる枠組みを提供する。5プロトタイプ（L1$_2$/B2/NaCl/NiAs/BiF$_3$）・3
tex_in_json	2	2	枠組みを提供する。5プロトタイプ（L1$_2$/B2/NaCl/NiAs/BiF$_3$）・36テーブ
tex_in_json	3	3	L1$_2$/B2/NaCl/NiAs/BiF$_3$）・36テーブルのRDBを用いた多軸評価において
tex_in_json	36	36	2$/B2/NaCl/NiAs/BiF$_3$）・36テーブルのRDBを用いた多軸評価において、245の
tex_in_json	245	245	）・36テーブルのRDBを用いた多軸評価において、245の自然言語クエリに対し行レベルの実行再現率86.1
tex_in_json	86.1%	86.1	、245の自然言語クエリに対し行レベルの実行再現率86.1%を達成し（この指標は期待行の検索を評価するものであ
tex_in_json	4	4	た。さらに、行レベル実行再現率は、適応条件の異なる4種の一般化試験で80.0--100.0%であった。
tex_in_json	80.0	80.0	ル実行再現率は、適応条件の異なる4種の一般化試験で80.0--100.0%であった。主評価245クエリには実
tex_in_json	245	245	般化試験で80.0--100.0%であった。主評価245クエリには実装に関与していない共同著者が独立に設計
tex_in_json	100	100	リには実装に関与していない共同著者が独立に設計した100クエリが含まれ、この100クエリの別ラン再評価で8
tex_in_json	100	100	共同著者が独立に設計した100クエリが含まれ、この100クエリの別ラン再評価で81.5%であった。加えて、
tex_in_json	81.5%	81.5	0クエリが含まれ、この100クエリの別ラン再評価で81.5%であった。加えて、アブレーション用100クエリサブ
tex_in_json	100	100	評価で81.5%であった。加えて、アブレーション用100クエリサブセットの日英paired評価では日本語$
tex_in_json	92.0	92.0	クエリサブセットの日英paired評価では日本語$92.0 \pm 0.7$%・英語$90.0 \pm 2.
tex_in_json	0.7	0.7	日英paired評価では日本語$92.0 \pm 0.7$%・英語$90.0 \pm 2.0$%を示し（差
tex_in_json	90.0	90.0	価では日本語$92.0 \pm 0.7$%・英語$90.0 \pm 2.0$%を示し（差の95%信頼区間は0
tex_in_json	2.0	2.0	.0 \pm 0.7$%・英語$90.0 \pm 2.0$%を示し（差の95%信頼区間は0を含む）、翻訳を
tex_in_json	95%	95	%・英語$90.0 \pm 2.0$%を示し（差の95%信頼区間は0を含む）、翻訳を用いず英語で新規作問し
tex_in_json	0	0	0 \pm 2.0$%を示し（差の95%信頼区間は0を含む）、翻訳を用いず英語で新規作問した25クエリ
tex_in_json	25	25	頼区間は0を含む）、翻訳を用いず英語で新規作問した25クエリでも$96.5 \pm 2.3$%を得た（こ
tex_in_json	96.5	96.5	）、翻訳を用いず英語で新規作問した25クエリでも$96.5 \pm 2.3$%を得た（この25問は難易度分布
tex_in_json	2.3	2.3	語で新規作問した25クエリでも$96.5 \pm 2.3$%を得た（この25問は難易度分布が主評価と異なる
tex_in_json	25	25	エリでも$96.5 \pm 2.3$%を得た（この25問は難易度分布が主評価と異なるため、水準の直接比較
tex_in_json	1.5	1.5	ス \end{keywords} \vspace{1.5em} }]   \section{はじめに} \
tex_in_json	3	3	がどの程度処理できるかを検討する。  本研究で扱う3つのドメイン特有の課題は次のとおりである： \be
tex_in_json	1	1	m ドメイン用語の曖昧さ：     結晶構造名やL1$_2$、$\gamma'$相、B2のような特性用
tex_in_json	2	2	メイン用語の曖昧さ：     結晶構造名やL1$_2$、$\gamma'$相、B2のような特性用語は、
tex_in_json	2	2	結晶構造名やL1$_2$、$\gamma'$相、B2のような特性用語は、一般的なLLMのトレーニングデ
tex_in_json	4	4	 \end{enumerate}  本研究の貢献は4つある： \begin{enumerate}[la
tex_in_json	1	1	する。   \item 多軸定量評価：     L1$_2$を中心に5プロトタイプを含む36テーブル・
tex_in_json	2	2	   \item 多軸定量評価：     L1$_2$を中心に5プロトタイプを含む36テーブル・総行数
tex_in_json	5	5	em 多軸定量評価：     L1$_2$を中心に5プロトタイプを含む36テーブル・総行数約2.2万行
tex_in_json	36	36	     L1$_2$を中心に5プロトタイプを含む36テーブル・総行数約2.2万行の検証RDB（設計はセ
tex_in_json	2.2	2.2	を中心に5プロトタイプを含む36テーブル・総行数約2.2万行の検証RDB（設計はセクション~\ref{se
tex_in_json	245	245	f{sec:evaluation}で説明）に対する245クエリの多軸評価（厳密な完全結果集合一致 / SE
tex_in_json	100	100	 SELECT列精度 / JOIN一致率）に加え、100クエリサブセットでの7条件$\times$5回の統
tex_in_json	7	7	JOIN一致率）に加え、100クエリサブセットでの7条件$\times$5回の統計的アブレーション（ク
tex_in_json	5	5	、100クエリサブセットでの7条件$\times$5回の統計的アブレーション（クエリ単位の対応ありWi
tex_in_json	95%	95	ありWilcoxon符号順位検定とブートストラップ95%信頼区間）、少数ショットの$k$感度、辞書サイズ感
tex_in_json	-16.1	-16.1	メイン知識の定量的効果：     少数ショット例（-16.1pp, $p<0.001$）が最大の寄与を持ち、材
tex_in_json	-9.8	-9.8	$p<0.001$）が最大の寄与を持ち、材料辞書（-9.8pp, $p=1.0\times10^{-4}$）
tex_in_json	1.0	1.0	最大の寄与を持ち、材料辞書（-9.8pp, $p=1.0\times10^{-4}$）もHolm補正後有意
tex_in_json	10	10	材料辞書（-9.8pp, $p=1.0\times10^{-4}$）もHolm補正後有意であることを示し
tex_in_json	-6.2	-6.2	もHolm補正後有意であることを示し（リランカーは-6.2ppで未補正$p=0.0195$だがHolm補正後
tex_in_json	5	5	の異なる四つの一般化試験---A~同一スキーマ上の5プロトタイプ横断クエリ（主評価の部分集合の別ラン；
tex_in_json	100.0%	100.0	プロトタイプ横断クエリ（主評価の部分集合の別ラン；100.0%）、B~OQMD風の名前変更（85.0%）、C~ラ
tex_in_json	85.0%	85.0	別ラン；100.0%）、B~OQMD風の名前変更（85.0%）、C~ランダム化された難読化（80.0%）、D~
tex_in_json	80.0%	80.0	前変更（85.0%）、C~ランダム化された難読化（80.0%）、D~Materials Project実データ
tex_in_json	93.3%	93.3	als Project実データを用いた別スキーマ（93.3%）---を比較する。これらは、特定の36テーブル構
tex_in_json	36	36	マ（93.3%）---を比較する。これらは、特定の36テーブル構成以外へ拡張できる可能性を示す一方、Aは
tex_in_json	100	100	ec:transfer_eval}）。さらに、同一100クエリ・同一gold SQLの日英paired評価
tex_in_json	25	25	gold SQLの日英paired評価と非翻訳英語25クエリにより、質問文言語への依存性を検証する（セク
tex_in_json	1	1	n{検証データベース}  提案手法の検証のため、L1$_2$型金属間化合物を題材としつつ無機材料データ
tex_in_json	2	2	証データベース}  提案手法の検証のため、L1$_2$型金属間化合物を題材としつつ無機材料データベース
tex_in_json	36	36	・機械的特性・表面特性など材料RDBに普遍な概念を36の正規化テーブル（うち1つはスキーマ初期化状態の管
tex_in_json	1	1	材料RDBに普遍な概念を36の正規化テーブル（うち1つはスキーマ初期化状態の管理表\texttt{sc
tex_in_json	1	1	initialization\_status}）と1つのビューに配置し、\texttt{materia
tex_in_json	36	36	ルのER図は図~\ref{fig:er}；テーブル36、ビュー1、\texttt{material\_e
tex_in_json	1	1	図~\ref{fig:er}；テーブル36、ビュー1、\texttt{material\_entry}
tex_in_json	5	5	ed\_property} 4410、プロトタイプ5種などの統計は補足資料~\ref{sec:sup_
tex_in_json	0.9	0.9	p] \centering \resizebox{0.9\textwidth}{!}{  } \capti
tex_in_json	36	36	xtwidth}{!}{  } \caption{36テーブル検証データベースの主要テーブルのER図。 
tex_in_json	2	2	接続されている。   計算された特性と電子構造には2つの経路がある：   直接FKと\texttt{c
tex_in_json	6	6	ーブルを対象とする。評価用SQLは平均3.4、最大6テーブルの結合と多段階CTEを要し、データベースの
tex_in_json	245	245	:query_design}  本研究の主評価では245クエリの統合評価コーパス（Easy 43 / Me
tex_in_json	43	43	評価では245クエリの統合評価コーパス（Easy 43 / Medium 69 / Hard 69 / 
tex_in_json	69	69	合評価コーパス（Easy 43 / Medium 69 / Hard 69 / Very Hard 64
tex_in_json	69	69	sy 43 / Medium 69 / Hard 69 / Very Hard 64；以下 Very H
tex_in_json	64	64	69 / Hard 69 / Very Hard 64；以下 Very Hard を VH と略記）を使
tex_in_json	145	145	 を VH と略記）を使用した。このコーパスのうち145クエリは著者が設計し、残りの100クエリはパイプラ
tex_in_json	100	100	のコーパスのうち145クエリは著者が設計し、残りの100クエリはパイプラインの実装に関与していない共同著者
tex_in_json	245	245	c:independent_eval}で述べる）。245クエリは表~\ref{tab:main_parti
tex_in_json	5	5	f{tab:main_partition}のとおり5群に重複なく分割される（著者設計145＝100+2
tex_in_json	145	145	ion}のとおり5群に重複なく分割される（著者設計145＝100+20+10+15）。このうち独立設計10
tex_in_json	100	100	のとおり5群に重複なく分割される（著者設計145＝100+20+10+15）。このうち独立設計100・バリ
tex_in_json	20	20	5群に重複なく分割される（著者設計145＝100+20+10+15）。このうち独立設計100・バリアント
tex_in_json	10	10	重複なく分割される（著者設計145＝100+20+10+15）。このうち独立設計100・バリアントA 2
tex_in_json	15	15	く分割される（著者設計145＝100+20+10+15）。このうち独立設計100・バリアントA 20・C
tex_in_json	100	100	45＝100+20+10+15）。このうち独立設計100・バリアントA 20・CTE 15（アブレーション
tex_in_json	20	20	0+15）。このうち独立設計100・バリアントA 20・CTE 15（アブレーション用サブセット内の5＋
tex_in_json	15	15	のうち独立設計100・バリアントA 20・CTE 15（アブレーション用サブセット内の5＋ゼロショット1
tex_in_json	5	5	20・CTE 15（アブレーション用サブセット内の5＋ゼロショット10）の計135クエリは、セクション
tex_in_json	10	10	5（アブレーション用サブセット内の5＋ゼロショット10）の計135クエリは、セクション~\ref{sec
tex_in_json	135	135	ーション用サブセット内の5＋ゼロショット10）の計135クエリは、セクション~\ref{sec:addit
tex_in_json	245	245	}で同一問題の別ランとして再掲する部分集合であり、245クエリの外に追加したコーパスではない。アブレーショ
tex_in_json	100	100	スではない。アブレーション・感度分析にはこのうちの100クエリのサブセット（Easy 20 / Mediu
tex_in_json	20	20	にはこのうちの100クエリのサブセット（Easy 20 / Medium 30 / Hard 30 / 
tex_in_json	30	30	リのサブセット（Easy 20 / Medium 30 / Hard 30 / VH 20；表~\ref
tex_in_json	30	30	sy 20 / Medium 30 / Hard 30 / VH 20；表~\ref{tab:query
tex_in_json	20	20	Medium 30 / Hard 30 / VH 20；表~\ref{tab:query_design}
tex_in_json	20%	20	28.2%/VH 26.1%に対しサブセットはE 20%/M 30%/H 30%/VH 20%）、クエリ単
tex_in_json	30%	30	VH 26.1%に対しサブセットはE 20%/M 30%/H 30%/VH 20%）、クエリ単位の対応あり
tex_in_json	30%	30	1%に対しサブセットはE 20%/M 30%/H 30%/VH 20%）、クエリ単位の対応あり検定（Wil
tex_in_json	20%	20	セットはE 20%/M 30%/H 30%/VH 20%）、クエリ単位の対応あり検定（Wilcoxon符号
tex_in_json	100	100	対応あり検定（Wilcoxon符号順位検定、$n=100$）とブートストラップ信頼区間によって主要コンポー
tex_in_json	100	100	:multiaxis}）に用いる。アブレーション用100クエリサブセットについては、必要テーブルおよびJO
tex_in_json	1	1	築した。クエリは以下の原則に従って設計された： (1) 実際の材料研究で生じる質問をシミュレートする（
tex_in_json	2	2	トする（例：安定相の検索、組成と特性の相関）、 (2) 難易度は、ゴールドSQLの構造的複雑さを基準と
tex_in_json	4	4	、ゴールドSQLの構造的複雑さを基準として設計時に4つの層（Easy／Medium／Hard／VH）へ
tex_in_json	3	3	類した。その際の目安として、必要なテーブルごとに$3$ + WHERE/HAVING条件ごとに$1$ 
tex_in_json	1	1	に$3$ + WHERE/HAVING条件ごとに$1$ + GROUP BYごとに$2$ + EXIS
tex_in_json	2	2	NG条件ごとに$1$ + GROUP BYごとに$2$ + EXISTSサブクエリごとに$3$ + 派
tex_in_json	3	3	Yごとに$2$ + EXISTSサブクエリごとに$3$ + 派生サブクエリごとに$3$を加算する複雑さ
tex_in_json	3	3	サブクエリごとに$3$ + 派生サブクエリごとに$3$を加算する複雑さスコア（Easy $<8$、Me
tex_in_json	8	8	ごとに$3$を加算する複雑さスコア（Easy $<8$、Medium $8$--$11$、Hard $
tex_in_json	8	8	複雑さスコア（Easy $<8$、Medium $8$--$11$、Hard $12$--$16$、V
tex_in_json	8	8	2$--$16$、VH $\geq 17$。閾値 8/12/17 は分布から機械的に導いたものではなく
tex_in_json	20	20	から機械的に導いたものではなく、層の件数バランス（20/30/30/20）を考慮して著者が事前に設定した
tex_in_json	30	30	械的に導いたものではなく、層の件数バランス（20/30/30/20）を考慮して著者が事前に設定した値であ
tex_in_json	30	30	導いたものではなく、層の件数バランス（20/30/30/20）を考慮して著者が事前に設定した値である）を
tex_in_json	20	20	ものではなく、層の件数バランス（20/30/30/20）を考慮して著者が事前に設定した値である）を用いた
tex_in_json	245	245	既存ラベルの決定式ではない：設計時に付与した主評価245問のラベルとは144/245で一致し、不一致101
tex_in_json	245	245	設計時に付与した主評価245問のラベルとは144/245で一致し、不一致101件のうち92件（91.1%）
tex_in_json	92	92	ルとは144/245で一致し、不一致101件のうち92件（91.1%）は隣接層間のずれである（構文要素の
tex_in_json	91.1%	91.1	44/245で一致し、不一致101件のうち92件（91.1%）は隣接層間のずれである（構文要素のカウント規則の
tex_in_json	9	9	文要素のカウント規則の解釈差による。非隣接のずれは9件）。非翻訳英語25問（セクション~\ref{se
tex_in_json	25	25	則の解釈差による。非隣接のずれは9件）。非翻訳英語25問（セクション~\ref{sec:language
tex_in_json	3	3	l}）のラベルのみ同スクリプトで機械算出した、 (3) 主評価クエリを構成する7つの内容カテゴリ（組成
tex_in_json	7	7	トで機械算出した、 (3) 主評価クエリを構成する7つの内容カテゴリ（組成、構造、安定性、電子構造・磁
tex_in_json	4	4	多段計算）にわたるバランスの取れたカバレッジ、 (4) 高度な分析パターンを評価するために15のCTE
tex_in_json	15	15	ッジ、 (4) 高度な分析パターンを評価するために15のCTEマルチステップ計算クエリ（アブレーション用
tex_in_json	5	5	ップ計算クエリ（アブレーション用サブセット内の既知5パターン＋少数ショット例のないゼロショット10パタ
tex_in_json	10	10	の既知5パターン＋少数ショット例のないゼロショット10パターン；セクション~\ref{sec:cte_e
tex_in_json	245	245	\centering   \caption{主評価245クエリの内訳（重複なしの分割）。クエリIDの接頭辞
tex_in_json	55	55	告されることを示す。一般化バリアントB/C/D（計55クエリ）と非翻訳英語25クエリは245クエリに含ま
tex_in_json	25	25	化バリアントB/C/D（計55クエリ）と非翻訳英語25クエリは245クエリに含まれない別コーパスである。
tex_in_json	245	245	B/C/D（計55クエリ）と非翻訳英語25クエリは245クエリに含まれない別コーパスである。}   \la
tex_in_json	100	100	/medium/hard/vhard\_*} & 100 & 表~\ref{tab:ablation}（う
tex_in_json	5	5	\ref{tab:ablation}（うちCTE 5件は表~\ref{tab:cte_results}
tex_in_json	001	1	著者） & \texttt{q\_expert\_001}--\texttt{q\_expert\_100
tex_in_json	100	100	001}--\texttt{q\_expert\_100} & 100 & セクション~\ref{sec:
tex_in_json	100	100	texttt{q\_expert\_100} & 100 & セクション~\ref{sec:indepen
tex_in_json	20	20	& \texttt{q\_proto\_*} & 20 & 表~\ref{tab:transfer_ev
tex_in_json	10	10	E & \texttt{q\_cte\_*} & 10 & 表~\ref{tab:cte_results
tex_in_json	10	10	~\ref{tab:cte_results}（新規10） \\     著者設計（追加） & \text
tex_in_json	115	115	101}--\texttt{q\_expert\_115} & 15 & --- \\     \midr
tex_in_json	15	15	texttt{q\_expert\_115} & 15 & --- \\     \midrule   
tex_in_json	245	245	     \midrule     合計 & & 245 & 再掲135（100+20+15） \\   
tex_in_json	135	135	drule     合計 & & 245 & 再掲135（100+20+15） \\     \botto
tex_in_json	100	100	e     合計 & & 245 & 再掲135（100+20+15） \\     \bottomrul
tex_in_json	20	20	  合計 & & 245 & 再掲135（100+20+15） \\     \bottomrule  
tex_in_json	15	15	計 & & 245 & 再掲135（100+20+15） \\     \bottomrule   \e
tex_in_json	1	1	}|/|R_\text{gen}^{C}|$ とF1も併記する。行の照合は値を文字列正規化した集合（s
tex_in_json	1.0	1.0	れるため、生成SQLが正解列の一部しか返さなくても1.0になり得る（Precision・F1併記の理由）。
tex_in_json	1	1	さなくても1.0になり得る（Precision・F1併記の理由）。この採点プロトコルにはさらに2つの寛
tex_in_json	2	2	n・F1併記の理由）。この採点プロトコルにはさらに2つの寛容性がある：(a)~列名の重なりが皆無の場合
tex_in_json	0	0	照合にフォールバックする、(b)~ゴールドSQLが0行を返すクエリでは生成SQLも0行を返せば1.0と
tex_in_json	0	0	~ゴールドSQLが0行を返すクエリでは生成SQLも0行を返せば1.0とする（0行の一致は正しさの積極的
tex_in_json	1.0	1.0	QLが0行を返すクエリでは生成SQLも0行を返せば1.0とする（0行の一致は正しさの積極的証拠ではない）。
tex_in_json	0	0	すクエリでは生成SQLも0行を返せば1.0とする（0行の一致は正しさの積極的証拠ではない）。これらの寛
tex_in_json	2	2	_scoring_audit}に報告する。本稿では2つの完全一致指標を区別する：(1)~厳密な完全結果
tex_in_json	1	1	報告する。本稿では2つの完全一致指標を区別する：(1)~厳密な完全結果集合一致（Exact Resul
tex_in_json	245	245	順位・順序付きの回答を要求するクエリに付与；主評価245クエリ中39クエリ）が真の場合に限り行順序まで一致
tex_in_json	39	39	の回答を要求するクエリに付与；主評価245クエリ中39クエリ）が真の場合に限り行順序まで一致した場合のみ
tex_in_json	1	1	クエリ）が真の場合に限り行順序まで一致した場合のみ1。ゴールドSQLが決定性確保のために付す\text
tex_in_json	234	234	保のために付す\texttt{ORDER BY}（234クエリ）は順序照合の対象としない。表~\ref{t
tex_in_json	2	2	radar}のExact軸はこの指標である）と、(2)~共通列射影上でPrecision=Recall
tex_in_json	1	1	~共通列射影上でPrecision=Recall=1の場合のみ1とする緩い完全一致（lenient e
tex_in_json	1	1	上でPrecision=Recall=1の場合のみ1とする緩い完全一致（lenient exact m
tex_in_json	100%	100	して報告する）である。したがって、「Recall=100%」を「全クエリが完全正解」と同一視しない。評価中は
tex_in_json	4	4	asy / Medium / Hard / VHの4難易度層に分類する（定義はセクション~\ref{s
tex_in_json	0.9	0.9	p] \centering \resizebox{0.9\textwidth}{!}{  } \capti
tex_in_json	1	1	エリはまず条件抽出器と材料ドメイン辞書（ステップ~1）で構造化条件に変換され、   GPT-5.5によ
tex_in_json	2	2	  GPT-5.5によるスキーマリンク（ステップ~2）がテーブルの優先順位を付け、   少数ショット例
tex_in_json	3	3	先順位を付け、   少数ショット例検索（ステップ~3）が類似例を選ぶ。   貪欲最短経路連結（ステップ
tex_in_json	4	4	が類似例を選ぶ。   貪欲最短経路連結（ステップ~4）は36のテーブルから必要テーブルを連結するFK部
tex_in_json	36	36	例を選ぶ。   貪欲最短経路連結（ステップ~4）は36のテーブルから必要テーブルを連結するFK部分グラフ
tex_in_json	5	5	 これらをプロンプトに含めてSQL生成（ステップ~5）が$n$-best候補を出力する。   SQLG
tex_in_json	6	6	候補を出力する。   SQLGuard（ステップ~6）は安全性を検証し、   リランキング（ステップ~
tex_in_json	7	7	）は安全性を検証し、   リランキング（ステップ~7）は最良の候補を選ぶ。   選択されたSQLは読み
tex_in_json	4	4	  処理は上段左から右へ進み、下段左端（ステップ~4）へ折り返す。} \label{fig:pipel
tex_in_json	2	2	hot}  入力クエリに類似した少数ショット例は、2段階で選択される。 まず、TF-IDF~\cite
tex_in_json	2	2	ite{salton1988tfidf}が候補を$2k$アイテムに絞り込み、 次にクロスエンコーダ（m
tex_in_json	2	2	コーダ（ms-marco-MiniLM-L-6-v2；クエリと候補例のペアを入力して意味的類似度を採点
tex_in_json	3	3	含める少数ショット例の数であり、デフォルトは$k=3$である（$k$の感度分析はセクション~\ref{
tex_in_json	50	50	 クロスエンコーダはローカルで実行され、処理時間は50ms未満である。  選ばれた少数ショット例は、テー
tex_in_json	1	1	先順序のみが変更される。例えば「Niを含む安定なL1$_2$化合物の体積弾性率」というクエリでは、組成
tex_in_json	2	2	のみが変更される。例えば「Niを含む安定なL1$_2$化合物の体積弾性率」というクエリでは、組成（\t
tex_in_json	1	1	abel{sec:nbest}  GPT-5.5は1回の生成呼び出しで上位$n$個（デフォルト $n$
tex_in_json	3	3	で上位$n$個（デフォルト $n$-best = 3）のSQL候補を並列に出力し、後段のリランカーが最
tex_in_json	1	1	SQL候補を並列に出力し、後段のリランカーが最適な1本を選択する。選択の基準は、SQLGuard検証の
tex_in_json	36	36	label{sec:schema_graph}  36のテーブル間のFK関係は、NetworkX~\ci
tex_in_json	36	36	c:sup_method_details}に示す。36テーブル規模（必要テーブル数 $k \leq 6$
tex_in_json	6	6	36テーブル規模（必要テーブル数 $k \leq 6$）では連結処理はミリ秒単位で完了し、FKメタデー
tex_in_json	1	1	べ、本節ではそれを使う抽出処理を説明する。辞書は(1)~プロトタイプエイリアス（例：\texttt{L
tex_in_json	1	1	L12} $\leftrightarrow$ [L1$_2$, Cu$_3$Au型, $\gamma'
tex_in_json	2	2	} $\leftrightarrow$ [L1$_2$, Cu$_3$Au型, $\gamma'$]）
tex_in_json	3	3	rightarrow$ [L1$_2$, Cu$_3$Au型, $\gamma'$]）、(2)~元素マ
tex_in_json	2	2	 Cu$_3$Au型, $\gamma'$]）、(2)~元素マッピング、(3)~安定性用語（「安定」$
tex_in_json	3	3	$\gamma'$]）、(2)~元素マッピング、(3)~安定性用語（「安定」$\to$ \texttt
tex_in_json	4	4	} $\leq 0.001$~eV/atom）、(4)~特性用語の4カテゴリをカバーする。数値条件パー
tex_in_json	4	4	0.001$~eV/atom）、(4)~特性用語の4カテゴリをカバーする。数値条件パーサは記号比較・日
tex_in_json	5	5	較・日本語比較・日本語後置詞・符号判定・範囲指定の5パターンを認識し、化学式トークンは文脈に応じてex
tex_in_json	0.8	0.8	]$）がサイレント制約ドロップを防ぎ、$\geq 0.8$でルールベース、$\geq 0.5$でLLMモー
tex_in_json	0.5	0.5	、$\geq 0.8$でルールベース、$\geq 0.5$でLLMモード、$< 0.5$でユーザー確認要求
tex_in_json	0.5	0.5	ベース、$\geq 0.5$でLLMモード、$< 0.5$でユーザー確認要求に振り分ける。さらにルールベー
tex_in_json	1	1	とNi系超合金などでは文脈が異なるが、本稿では L1$_2$ 原型と等価な相名として扱っている。  辞
tex_in_json	2	2	系超合金などでは文脈が異なるが、本稿では L1$_2$ 原型と等価な相名として扱っている。  辞書は以
tex_in_json	3	3	原型と等価な相名として扱っている。  辞書は以下の3つのソースから編纂されている： \begin{en
tex_in_json	74	74	 \item バイリンガル用語辞書の定義ファイル：74用語   \item パイプライン語彙（DB/OQ
